LOG_ID;ENGINE_SN;FLIGHT_DATE;FLIGHT_HOURS;CYCLES;EGT_MARGIN_READING;OIL_DEBRIS_PPM
0000000032;TF6000-001;20250908;0.6;1;80.4;1.84
0000000033;TF6000-001;20250909;0.7;1;79.3;1.96
0000000034;TF6000-001;20250912;0.7;1;80.3;1.67
0000000035;TF6000-001;20250917;0.9;1;79.6;2.00
0000000036;TF6000-001;20250918;0.6;1;78.0;1.31
0000000037;TF6000-001;20250920;0.9;1;79.1;2.15
0000000038;TF6000-001;20250923;1.0;2;80.5;1.25
0000000039;TF6000-001;20250928;0.8;1;81.3;2.12
0000000040;TF6000-001;20250929;0.5;1;81.6;2.44
0000000041;TF6000-001;20251001;0.5;1;81.4;1.56
0000000042;TF6000-001;20251003;0.7;1;78.1;1.40
0000000043;TF6000-001;20251006;0.7;1;79.9;1.72
0000000044;TF6000-001;20251009;0.7;1;82.0;1.56
0000000045;TF6000-001;20251011;0.9;1;79.8;2.30
0000000046;TF6000-001;20251015;0.5;1;81.2;2.03
0000000047;TF6000-001;20251019;0.5;1;81.1;1.97
0000000048;TF6000-001;20251021;0.8;1;81.7;2.45
0000000049;TF6000-001;20251025;0.9;1;82.5;2.07
0000000050;TF6000-001;20251028;1.0;1;81.4;1.86
0000000051;TF6000-001;20251103;0.6;1;77.4;1.80
0000000052;TF6000-001;20251105;0.6;2;79.7;1.87
0000000053;TF6000-001;20251107;0.8;1;79.9;1.63
0000000054;TF6000-001;20251108;0.5;1;81.2;1.52
0000000055;TF6000-001;20251112;0.5;1;80.1;2.44
0000000056;TF6000-001;20251118;1.0;1;81.1;1.78
0000000057;TF6000-001;20251122;1.0;1;80.1;1.85
0000000058;TF6000-001;20251127;0.6;1;81.1;2.52
0000000059;TF6000-001;20251203;0.5;1;77.6;1.48
0000000060;TF6000-001;20251207;0.6;1;79.8;1.77
0000000061;TF6000-001;20251211;0.5;1;77.5;2.48
0000000062;TF6000-001;20251215;0.7;1;78.4;2.07
0000000063;TF6000-001;20251216;0.6;1;77.9;2.44
0000000064;TF6000-001;20251218;0.9;1;79.4;2.22
0000000065;TF6000-001;20251224;1.0;1;79.7;2.69
0000000066;TF6000-001;20251229;0.7;1;77.9;1.84
0000000067;TF6000-001;20260104;0.6;1;78.9;2.29
0000000068;TF6000-001;20260109;0.7;1;77.1;2.08
0000000069;TF6000-001;20260112;0.8;1;79.5;2.42
0000000070;TF6000-001;20260118;1.0;1;75.6;2.21
0000000071;TF6000-001;20260120;0.5;2;80.3;2.16
0000000072;TF6000-001;20260122;0.5;1;77.5;2.44
0000000073;TF6000-001;20260127;0.8;1;77.8;2.57
0000000074;TF6000-001;20260129;0.9;1;81.7;2.14
0000000075;TF6000-001;20260204;0.6;2;78.1;2.55
0000000076;TF6000-001;20260208;0.9;1;76.3;2.71
0000000077;TF6000-001;20260214;1.0;1;74.3;2.59
0000000078;TF6000-001;20260219;0.6;1;80.4;2.16
0000000079;TF6000-001;20260224;0.8;2;78.7;2.49
0000000080;TF6000-001;20260302;0.8;1;78.5;2.32
0000000081;TF6000-001;20260303;0.8;1;78.7;1.89
0000000082;TF6000-001;20260307;0.6;1;79.1;2.78
0000000083;TF6000-001;20260312;0.9;1;77.8;2.26
0000000084;TF6000-001;20260316;0.6;1;79.4;2.52
0000000085;TF6000-001;20260317;0.5;1;75.1;1.95
0000000086;TF6000-001;20260320;0.7;1;76.4;2.21
0000000087;TF6000-001;20260322;1.0;1;78.5;2.01
0000000088;TF6000-001;20260327;0.5;1;75.6;2.54
0000000089;TF6000-001;20260329;0.6;1;77.8;2.50
0000000090;TF6000-001;20260402;0.9;1;76.9;2.19
0000000091;TF6000-001;20260407;0.5;1;74.6;1.96
0000000092;TF6000-001;20260411;0.7;1;75.8;3.04
0000000093;TF6000-001;20260417;0.9;1;79.3;2.46
0000000094;TF6000-001;20260419;1.0;1;80.0;2.63
0000000095;TF6000-001;20260424;0.7;1;78.8;1.72
0000000096;TF6000-001;20260425;0.5;1;76.4;2.02
0000000097;TF6000-001;20260427;0.8;1;77.4;2.49
0000000098;TF6000-001;20260503;0.5;1;78.7;2.62
0000000099;TF6000-001;20260504;0.5;1;77.7;2.11
0000000100;TF6000-001;20260508;0.8;1;75.7;2.47
0000000101;TF6000-001;20260509;0.8;1;74.6;2.54
0000000102;TF6000-001;20260511;0.7;1;77.3;2.52
0000000103;TF6000-001;20260513;0.8;1;75.8;2.88
0000000104;TF6000-001;20260517;0.6;1;78.5;1.79
0000000105;TF6000-001;20260523;0.7;1;79.2;2.34
0000000106;TF6000-001;20260529;0.9;1;75.7;1.83
0000000107;TF6000-001;20260601;0.8;1;76.5;3.11
0000000108;TF6000-001;20260604;0.7;1;76.2;2.00
0000000109;TF6000-001;20260608;0.8;1;78.9;3.09
0000000110;TF6000-001;20260614;0.7;1;75.8;3.34
0000000111;TF6000-001;20260619;0.8;1;77.1;3.13
0000000112;TF6000-001;20260624;0.7;1;76.6;2.76
0000000113;TF6000-001;20260626;0.7;1;77.8;3.08
0000000114;TF6000-001;20260629;0.9;1;76.3;2.07
0000000115;TF6000-001;20260704;0.5;1;75.1;2.91
0000000116;TF6000-001;20260708;0.9;1;78.2;2.63
0000000117;TF6000-001;20260714;0.5;1;77.7;3.15
0000000118;TF6000-001;20260720;0.6;2;78.8;1.97
0000000119;TF6000-001;20260722;0.5;1;78.4;2.39
0000000120;TF6000-001;20260725;0.5;1;75.5;2.82
0000000121;TF6000-001;20260729;1.0;1;74.9;2.86
0000000122;TF6000-001;20260802;1.0;1;76.8;2.66
0000000123;TF6000-002;20251014;1.1;1;85.3;1.34
0000000124;TF6000-002;20251020;0.9;1;87.1;1.90
0000000125;TF6000-002;20251022;0.8;1;86.3;1.35
0000000126;TF6000-002;20251024;0.9;2;86.4;1.66
0000000127;TF6000-002;20251025;0.8;1;82.7;1.50
0000000128;TF6000-002;20251026;1.0;1;83.5;2.00
0000000129;TF6000-002;20251030;1.0;2;83.4;1.10
0000000130;TF6000-002;20251104;1.3;2;83.3;1.41
0000000131;TF6000-002;20251105;1.5;1;82.5;1.10
0000000132;TF6000-002;20251108;1.3;1;82.7;2.04
0000000133;TF6000-002;20251113;1.5;1;85.6;1.10
0000000134;TF6000-002;20251117;1.4;1;83.4;2.02
0000000135;TF6000-002;20251120;0.9;1;85.7;1.69
0000000136;TF6000-002;20251123;1.6;1;82.3;1.31
0000000137;TF6000-002;20251125;1.2;2;83.5;1.63
0000000138;TF6000-002;20251127;1.2;1;81.1;1.17
0000000139;TF6000-002;20251128;0.8;1;82.7;1.45
0000000140;TF6000-002;20251201;0.9;1;83.1;1.58
0000000141;TF6000-002;20251202;1.5;2;83.5;1.93
0000000142;TF6000-002;20251204;1.4;1;82.9;2.02
0000000143;TF6000-002;20251206;0.7;1;83.6;1.87
0000000144;TF6000-002;20251211;0.9;2;82.6;1.80
0000000145;TF6000-002;20251214;1.0;2;81.6;1.40
0000000146;TF6000-002;20251216;1.1;1;81.5;1.81
0000000147;TF6000-002;20251220;1.5;1;82.5;1.28
0000000148;TF6000-002;20251226;1.0;1;81.0;1.67
0000000149;TF6000-002;20260101;1.0;1;84.3;1.56
0000000150;TF6000-002;20260105;0.9;1;82.8;1.33
0000000151;TF6000-002;20260107;1.5;1;80.0;1.70
0000000152;TF6000-002;20260108;1.4;1;82.2;1.96
0000000153;TF6000-002;20260114;1.4;1;84.4;2.11
0000000154;TF6000-002;20260119;1.0;1;82.8;2.20
0000000155;TF6000-002;20260121;1.1;1;80.4;2.29
0000000156;TF6000-002;20260124;1.6;1;84.4;1.89
0000000157;TF6000-002;20260128;1.3;1;82.9;1.40
0000000158;TF6000-002;20260201;1.6;1;81.6;1.51
0000000159;TF6000-002;20260204;0.9;2;83.1;2.33
0000000160;TF6000-002;20260207;1.6;1;81.2;1.75
0000000161;TF6000-002;20260213;1.4;1;81.4;1.36
0000000162;TF6000-002;20260217;0.8;1;82.7;2.14
0000000163;TF6000-002;20260221;1.1;2;84.0;1.68
0000000164;TF6000-002;20260225;1.6;1;80.7;1.77
0000000165;TF6000-002;20260302;1.2;1;80.1;2.24
0000000166;TF6000-002;20260308;1.4;1;83.6;1.81
0000000167;TF6000-002;20260312;1.7;2;81.3;1.52
0000000168;TF6000-002;20260317;1.2;1;80.2;2.33
0000000169;TF6000-002;20260323;1.6;1;80.1;2.15
0000000170;TF6000-002;20260327;1.4;1;81.4;2.27
0000000171;TF6000-002;20260402;1.4;1;81.5;2.44
0000000172;TF6000-002;20260405;1.4;1;80.2;2.15
0000000173;TF6000-002;20260409;0.9;1;82.9;1.59
0000000174;TF6000-002;20260410;1.7;1;81.2;2.26
0000000175;TF6000-002;20260415;1.3;1;79.5;2.45
0000000176;TF6000-002;20260417;1.0;1;80.2;1.93
0000000177;TF6000-002;20260422;1.4;1;79.1;2.33
0000000178;TF6000-002;20260427;0.8;1;78.1;2.31
0000000179;TF6000-002;20260502;1.2;1;76.7;1.58
0000000180;TF6000-002;20260506;1.6;1;78.5;2.60
0000000181;TF6000-002;20260509;1.5;1;77.6;2.01
0000000182;TF6000-002;20260515;1.5;1;77.5;2.04
0000000183;TF6000-002;20260521;0.8;2;80.0;1.92
0000000184;TF6000-002;20260524;1.7;1;77.1;2.10
0000000185;TF6000-002;20260530;1.1;2;82.1;1.63
0000000186;TF6000-002;20260601;0.9;1;79.3;2.36
0000000187;TF6000-002;20260606;1.4;1;80.0;2.05
0000000188;TF6000-002;20260609;1.2;1;82.6;2.32
0000000189;TF6000-002;20260614;1.5;2;75.1;2.30
0000000190;TF6000-002;20260617;1.5;1;79.2;2.30
0000000191;TF6000-002;20260618;1.4;1;80.1;2.19
0000000192;TF6000-002;20260623;0.8;1;78.3;2.35
0000000193;TF6000-002;20260624;0.8;2;80.1;2.73
0000000194;TF6000-002;20260630;1.0;1;79.4;2.29
0000000195;TF6000-002;20260706;0.9;1;79.2;2.49
0000000196;TF6000-002;20260708;0.9;2;79.7;2.21
0000000197;TF6000-002;20260710;1.2;1;77.2;2.03
0000000198;TF6000-002;20260711;0.8;2;80.6;2.46
0000000199;TF6000-002;20260712;1.0;1;76.6;2.05
0000000200;TF6000-002;20260713;0.8;1;75.6;2.54
0000000201;TF6000-002;20260719;1.4;1;74.8;1.84
0000000202;TF6000-002;20260721;1.0;1;81.5;2.05
0000000203;TF6000-002;20260726;1.0;2;74.0;2.61
0000000204;TF6000-002;20260727;1.4;1;79.9;2.11
0000000205;TF6000-002;20260728;1.6;1;80.9;2.14
0000000206;TF6000-002;20260802;1.1;1;77.1;2.32
0000000207;TF6000-003;20250911;1.2;1;80.0;1.77
0000000208;TF6000-003;20250917;2.3;1;75.9;1.88
0000000209;TF6000-003;20250919;1.8;1;80.4;1.40
0000000210;TF6000-003;20250921;1.3;1;76.0;1.32
0000000211;TF6000-003;20250927;1.5;1;79.7;1.05
0000000212;TF6000-003;20250929;1.4;1;77.0;1.10
0000000213;TF6000-003;20251005;1.9;1;79.1;1.37
0000000214;TF6000-003;20251008;2.0;1;78.0;1.31
0000000215;TF6000-003;20251012;2.1;1;77.7;1.69
0000000216;TF6000-003;20251016;1.7;2;76.9;1.95
0000000217;TF6000-003;20251018;1.2;1;78.3;1.80
0000000218;TF6000-003;20251024;1.2;1;77.1;1.99
0000000219;TF6000-003;20251026;2.2;2;77.4;1.33
0000000220;TF6000-003;20251029;1.7;1;78.1;2.04
0000000221;TF6000-003;20251104;1.9;2;79.6;1.38
0000000222;TF6000-003;20251108;2.2;1;75.1;1.60
0000000223;TF6000-003;20251110;2.1;1;78.2;1.83
0000000224;TF6000-003;20251116;1.8;1;75.2;2.20
0000000225;TF6000-003;20251120;2.4;1;76.1;1.96
0000000226;TF6000-003;20251125;1.6;1;77.9;14.03
0000000227;TF6000-003;20251126;2.3;1;76.7;1.51
0000000228;TF6000-003;20251127;2.0;2;76.4;1.62
0000000229;TF6000-003;20251128;1.8;1;75.0;1.28
0000000230;TF6000-003;20251203;1.2;1;75.8;2.09
0000000231;TF6000-003;20251209;1.4;1;76.1;1.50
0000000232;TF6000-003;20251215;1.3;1;74.8;1.48
0000000233;TF6000-003;20251220;1.6;1;74.9;1.61
0000000234;TF6000-003;20251221;2.3;1;77.2;1.96
0000000235;TF6000-003;20251225;2.1;1;74.4;1.42
0000000236;TF6000-003;20251228;2.0;1;77.2;1.74
0000000237;TF6000-003;20251229;2.3;1;75.2;1.96
0000000238;TF6000-003;20260102;1.5;1;74.4;2.36
0000000239;TF6000-003;20260105;2.0;1;78.2;2.28
0000000240;TF6000-003;20260108;1.1;1;77.2;2.32
0000000241;TF6000-003;20260109;2.4;1;76.7;1.54
0000000242;TF6000-003;20260113;2.1;2;74.6;1.57
0000000243;TF6000-003;20260119;2.2;2;73.5;1.91
0000000244;TF6000-003;20260125;1.7;1;76.1;2.17
0000000245;TF6000-003;20260129;1.3;1;75.2;1.72
0000000246;TF6000-003;20260204;2.4;1;77.1;1.60
0000000247;TF6000-003;20260206;1.4;2;74.9;2.41
0000000248;TF6000-003;20260212;2.4;1;73.5;1.86
0000000249;TF6000-003;20260217;2.2;1;71.5;1.92
0000000250;TF6000-003;20260223;1.4;1;73.2;1.93
0000000251;TF6000-003;20260228;2.4;1;74.9;2.16
0000000252;TF6000-003;20260303;1.7;1;73.0;1.86
0000000253;TF6000-003;20260308;2.4;1;75.4;2.06
0000000254;TF6000-003;20260314;2.1;1;75.3;1.88
0000000255;TF6000-003;20260315;1.2;1;74.6;1.52
0000000256;TF6000-003;20260317;2.4;1;77.4;1.68
0000000257;TF6000-003;20260318;2.3;1;71.9;1.63
0000000258;TF6000-003;20260320;1.2;1;76.6;1.96
0000000259;TF6000-003;20260322;2.3;1;75.7;2.35
0000000260;TF6000-003;20260327;1.6;1;75.9;1.63
0000000261;TF6000-003;20260328;1.2;2;74.6;1.96
0000000262;TF6000-003;20260331;1.9;1;74.2;2.45
0000000263;TF6000-003;20260405;1.4;1;72.6;1.90
0000000264;TF6000-003;20260407;1.9;1;73.0;1.59
0000000265;TF6000-003;20260413;2.2;1;73.9;2.21
0000000266;TF6000-003;20260414;2.0;1;73.4;1.81
0000000267;TF6000-003;20260415;1.7;1;74.9;1.90
0000000268;TF6000-003;20260418;1.8;2;75.3;1.75
0000000269;TF6000-003;20260421;1.3;1;74.8;2.31
0000000270;TF6000-003;20260422;1.8;1;72.1;2.15
0000000271;TF6000-003;20260428;2.4;1;75.6;1.90
0000000272;TF6000-003;20260430;1.3;1;76.2;2.46
0000000273;TF6000-003;20260501;1.4;1;74.9;1.89
0000000274;TF6000-003;20260503;1.7;1;75.1;1.80
0000000275;TF6000-003;20260509;1.7;1;73.8;2.69
0000000276;TF6000-003;20260515;2.4;1;74.7;2.32
0000000277;TF6000-003;20260519;2.4;2;75.4;2.62
0000000278;TF6000-003;20260523;2.2;1;73.2;2.29
0000000279;TF6000-003;20260524;2.3;1;73.3;2.16
0000000280;TF6000-003;20260526;1.4;1;73.5;2.49
0000000281;TF6000-003;20260601;1.5;1;75.2;2.42
0000000282;TF6000-003;20260602;1.3;1;73.7;2.84
0000000283;TF6000-003;20260606;2.2;2;74.0;1.97
0000000284;TF6000-003;20260608;1.9;2;71.9;2.76
0000000285;TF6000-003;20260610;2.1;1;71.2;2.05
0000000286;TF6000-003;20260612;1.8;2;74.4;2.24
0000000287;TF6000-003;20260615;2.4;1;75.1;2.36
0000000288;TF6000-003;20260618;1.7;1;69.0;2.37
0000000289;TF6000-003;20260624;2.4;1;72.0;2.79
0000000290;TF6000-003;20260630;2.4;2;72.6;3.09
0000000291;TF6000-003;20260705;1.8;1;70.4;2.03
0000000292;TF6000-003;20260708;1.9;2;67.7;2.29
0000000293;TF6000-003;20260711;2.4;1;74.5;1.87
0000000294;TF6000-003;20260714;2.4;1;74.8;2.35
0000000295;TF6000-003;20260715;2.2;1;69.3;2.25
0000000296;TF6000-003;20260718;2.4;1;70.3;2.44
0000000297;TF6000-003;20260719;1.3;1;72.5;2.30
0000000298;TF6000-003;20260720;1.8;1;70.7;2.63
0000000299;TF6000-003;20260722;1.3;1;71.1;2.43
0000000300;TF6000-003;20260727;1.4;1;73.1;2.69
0000000301;TF6000-003;20260802;1.5;1;72.8;2.03
0000000302;PD170-001;20240804;6.6;1;;4.60
0000000303;PD170-001;20240806;5.9;1;;4.32
0000000304;PD170-001;20240808;6.8;1;;4.32
0000000305;PD170-001;20240810;6.2;1;;4.29
0000000306;PD170-001;20240811;7.3;1;;3.63
0000000307;PD170-001;20240813;3.7;1;;5.26
0000000308;PD170-001;20240815;6.5;1;;5.35
0000000309;PD170-001;20240817;5.3;1;;4.66
0000000310;PD170-001;20240818;7.6;1;;5.28
0000000311;PD170-001;20240819;6.8;1;;4.76
0000000312;PD170-001;20240820;7.0;1;;4.14
0000000313;PD170-001;20240822;3.6;1;;4.57
0000000314;PD170-001;20240823;3.6;1;;4.95
0000000315;PD170-001;20240824;6.5;1;;4.16
0000000316;PD170-001;20240826;4.1;2;;5.28
0000000317;PD170-001;20240827;6.2;2;;3.08
0000000318;PD170-001;20240828;4.1;1;;3.98
0000000319;PD170-001;20240829;3.7;2;;4.86
0000000320;PD170-001;20240830;6.4;1;;5.41
0000000321;PD170-001;20240831;4.2;1;;4.27
0000000322;PD170-001;20240902;6.3;1;;5.07
0000000323;PD170-001;20240903;6.0;1;;5.41
0000000324;PD170-001;20240905;6.4;1;;5.76
0000000325;PD170-001;20240907;5.9;1;;5.72
0000000326;PD170-001;20240908;6.2;1;;6.47
0000000327;PD170-001;20240909;6.5;1;;3.59
0000000328;PD170-001;20240911;3.7;1;;6.39
0000000329;PD170-001;20240913;7.5;1;;4.15
0000000330;PD170-001;20240914;4.9;1;;4.33
0000000331;PD170-001;20240915;6.7;1;;4.92
0000000332;PD170-001;20240917;5.6;1;;5.12
0000000333;PD170-001;20240919;5.5;2;;3.44
0000000334;PD170-001;20240920;6.0;1;;4.26
0000000335;PD170-001;20240922;5.6;1;;3.67
0000000336;PD170-001;20240924;6.2;2;;3.64
0000000337;PD170-001;20240925;3.5;1;;4.83
0000000338;PD170-001;20240927;3.4;1;;5.90
0000000339;PD170-001;20240928;4.9;2;;6.25
0000000340;PD170-001;20240930;7.5;1;;3.93
0000000341;PD170-001;20241002;7.4;1;;5.17
0000000342;PD170-001;20241003;6.5;1;;4.91
0000000343;PD170-001;20241005;4.1;1;;4.33
0000000344;PD170-001;20241006;6.5;1;;5.58
0000000345;PD170-001;20241007;3.6;1;;6.64
0000000346;PD170-001;20241009;6.9;1;;3.65
0000000347;PD170-001;20241010;4.5;1;;4.32
0000000348;PD170-001;20241012;6.9;1;;4.69
0000000349;PD170-001;20241014;7.4;1;;3.37
0000000350;PD170-001;20241016;4.5;1;;6.37
0000000351;PD170-001;20241017;6.6;1;;5.34
0000000352;PD170-001;20241018;7.2;1;;6.30
0000000353;PD170-001;20241019;6.8;1;;5.27
0000000354;PD170-001;20241021;4.9;1;;4.32
0000000355;PD170-001;20241022;3.9;1;;4.34
0000000356;PD170-001;20241023;5.5;1;;4.09
0000000357;PD170-001;20241024;6.4;1;;4.13
0000000358;PD170-001;20241026;3.4;1;;5.29
0000000359;PD170-001;20241027;3.4;2;;5.53
0000000360;PD170-001;20241028;4.8;1;;4.90
0000000361;PD170-001;20241030;3.4;1;;5.63
0000000362;PD170-001;20241101;6.0;1;;4.07
0000000363;PD170-001;20241102;7.0;1;;5.78
0000000364;PD170-001;20241103;5.1;1;;4.92
0000000365;PD170-001;20241105;7.0;1;;5.78
0000000366;PD170-001;20241106;4.9;1;;4.89
0000000367;PD170-001;20241107;5.5;1;;6.23
0000000368;PD170-001;20241108;5.7;1;;3.94
0000000369;PD170-001;20241110;7.4;1;;4.07
0000000370;PD170-001;20241111;7.7;1;;5.41
0000000371;PD170-001;20241112;7.0;1;;4.88
0000000372;PD170-001;20241114;6.7;1;;4.32
0000000373;PD170-001;20241115;7.0;1;;5.88
0000000374;PD170-001;20241116;4.8;1;;6.06
0000000375;PD170-001;20241117;7.4;1;;4.30
0000000376;PD170-001;20241119;6.9;1;;4.88
0000000377;PD170-001;20241120;7.6;1;;6.08
0000000378;PD170-001;20241121;6.4;1;;4.09
0000000379;PD170-001;20241123;6.8;1;;4.14
0000000380;PD170-001;20241125;4.3;2;;4.53
0000000381;PD170-001;20241126;6.3;1;;4.53
0000000382;PD170-001;20241128;3.6;1;;3.97
0000000383;PD170-001;20241129;4.1;1;;6.31
0000000384;PD170-001;20241201;6.3;1;;5.87
0000000385;PD170-001;20241203;3.7;1;;5.06
0000000386;PD170-001;20241205;7.5;2;;4.01
0000000387;PD170-001;20241207;5.8;1;;4.64
0000000388;PD170-001;20241209;6.5;1;;6.19
0000000389;PD170-001;20241210;6.8;1;;6.24
0000000390;PD170-001;20241212;3.4;1;;4.02
0000000391;PD170-001;20241213;3.8;1;;4.95
0000000392;PD170-001;20241214;5.9;2;;6.02
0000000393;PD170-001;20241216;3.6;1;;4.73
0000000394;PD170-001;20241217;5.0;1;;5.86
0000000395;PD170-001;20241218;6.4;1;;5.54
0000000396;PD170-001;20241220;6.4;1;;5.51
0000000397;PD170-001;20241222;7.2;1;;4.15
0000000398;PD170-001;20241224;6.2;1;;4.88
0000000399;PD170-001;20241225;4.5;1;;4.60
0000000400;PD170-001;20241226;5.8;1;;4.65
0000000401;PD170-001;20241228;4.4;1;;4.47
0000000402;PD170-001;20241230;4.4;1;;4.33
0000000403;PD170-001;20241231;7.0;2;;4.43
0000000404;PD170-001;20250102;4.1;1;;6.15
0000000405;PD170-001;20250104;7.5;1;;5.74
0000000406;PD170-001;20250106;5.8;1;;6.18
0000000407;PD170-001;20250108;6.8;1;;5.30
0000000408;PD170-001;20250109;4.8;2;;5.73
0000000409;PD170-001;20250111;6.1;2;;3.98
0000000410;PD170-001;20250112;5.2;1;;5.77
0000000411;PD170-001;20250114;5.8;1;;5.59
0000000412;PD170-001;20250115;7.5;1;;4.12
0000000413;PD170-001;20250116;7.3;1;;6.14
0000000414;PD170-001;20250118;5.7;1;;5.97
0000000415;PD170-001;20250120;4.3;1;;5.15
0000000416;PD170-001;20250121;5.3;1;;5.57
0000000417;PD170-001;20250123;3.5;1;;5.41
0000000418;PD170-001;20250125;5.0;1;;5.41
0000000419;PD170-001;20250127;7.1;1;;4.75
0000000420;PD170-001;20250129;7.4;1;;3.84
0000000421;PD170-001;20250131;3.8;1;;3.39
0000000422;PD170-001;20250201;5.0;1;;4.96
0000000423;PD170-001;20250202;7.6;2;;5.44
0000000424;PD170-001;20250203;5.5;1;;6.33
0000000425;PD170-001;20250204;6.7;1;;5.63
0000000426;PD170-001;20250205;3.8;1;;4.57
0000000427;PD170-001;20250207;4.6;1;;4.35
0000000428;PD170-001;20250208;3.9;1;;4.69
0000000429;PD170-001;20250210;7.4;1;;6.51
0000000430;PD170-001;20250212;7.6;1;;4.57
0000000431;PD170-001;20250214;5.6;1;;5.51
0000000432;PD170-001;20250215;5.3;1;;6.56
0000000433;PD170-001;20250217;3.7;1;;4.63
0000000434;PD170-001;20250219;3.8;1;;5.42
0000000435;PD170-001;20250220;7.5;1;;3.64
0000000436;PD170-001;20250221;5.0;1;;5.07
0000000437;PD170-001;20250222;6.2;1;;5.11
0000000438;PD170-001;20250224;4.7;1;;5.96
0000000439;PD170-001;20250226;4.3;2;;4.11
0000000440;PD170-001;20250227;7.5;1;;5.17
0000000441;PD170-001;20250228;3.5;2;;4.85
0000000442;PD170-001;20250302;3.6;1;;5.02
0000000443;PD170-001;20250304;4.5;1;;5.13
0000000444;PD170-001;20250306;7.2;1;;5.34
0000000445;PD170-001;20250308;6.2;1;;5.11
0000000446;PD170-001;20250310;5.5;1;;5.01
0000000447;PD170-001;20250311;6.5;1;;4.14
0000000448;PD170-001;20250312;4.6;1;;3.61
0000000449;PD170-001;20250314;7.5;1;;7.13
0000000450;PD170-001;20250316;5.4;1;;5.61
0000000451;PD170-001;20250318;4.9;1;;5.70
0000000452;PD170-001;20250319;6.5;1;;3.84
0000000453;PD170-001;20250321;5.1;1;;5.77
0000000454;PD170-001;20250323;5.4;1;;4.83
0000000455;PD170-001;20250325;7.2;1;;4.48
0000000456;PD170-001;20250327;6.1;1;;3.99
0000000457;PD170-001;20250328;5.5;1;;5.32
0000000458;PD170-001;20250329;5.3;1;;5.53
0000000459;PD170-001;20250331;4.5;1;;6.25
0000000460;PD170-001;20250402;4.7;1;;5.00
0000000461;PD170-001;20250404;7.3;1;;4.90
0000000462;PD170-001;20250406;7.3;1;;6.61
0000000463;PD170-001;20250408;4.1;2;;6.71
0000000464;PD170-001;20250410;5.7;1;;7.08
0000000465;PD170-001;20250412;4.9;1;;4.96
0000000466;PD170-001;20250413;6.7;1;;5.38
0000000467;PD170-001;20250414;7.3;1;;5.27
0000000468;PD170-001;20250416;6.1;1;;3.92
0000000469;PD170-001;20250418;3.8;1;;3.80
0000000470;PD170-001;20250420;6.9;1;;5.37
0000000471;PD170-001;20250421;6.4;2;;6.97
0000000472;PD170-001;20250422;7.5;1;;3.69
0000000473;PD170-001;20250424;4.2;1;;5.34
0000000474;PD170-001;20250425;4.9;1;;4.53
0000000475;PD170-001;20250427;6.7;1;;5.29
0000000476;PD170-001;20250428;6.1;1;;4.25
0000000477;PD170-001;20250429;6.7;1;;6.41
0000000478;PD170-001;20250430;5.7;1;;6.43
0000000479;PD170-001;20250502;7.2;1;;4.96
0000000480;PD170-001;20250503;5.7;1;;5.94
0000000481;PD170-001;20250505;6.5;1;;6.78
0000000482;PD170-001;20250507;5.4;2;;4.01
0000000483;PD170-001;20250508;7.5;1;;6.21
0000000484;PD170-001;20250510;7.1;1;;5.20
0000000485;PD170-001;20250512;3.5;1;;4.64
0000000486;PD170-001;20250513;7.1;1;;6.90
